category,compatibility,languages,name,price,rating,size
 Business, OS X 10.6.8  , Swedish,Bokfí_ringProffs,$94.99 ,, 9.2 MB
 Business, OS X 10.10  , Dutch,Boekhoudprogramma voor ZZP'ers,Free,, 10.8 MB
 Business, OS X 10.10  , English,Boards for Trello,,2, 1.1 MB
 Utilities, OS X 10.7  , English,Bluetooth Proximity Tasker,$3.99 ,2.5, 735.9 KB
 Business, OS X 10.7  , English,Bluetooth Explorer,$3.99 ,1, 395.9 KB
 Business, OS X 10.10.2  ," English, French, German, Japanese",Blueprint Pro,$79.99 ,4, 81.6 MB
 Business, OS X 10.10.2  ," English, French, German, Japanese",Blueprint,$39.99 ,1, 78.5 MB
 Business, OS X 10.10.2  ," English, French, German, Japanese",Blueprint Lite,Free,1, 76.8 MB
 Utilities, OS 10.13  , English,Blue2Factor,Free,4, 9.8 MB
 Business, OS X 10.5.8 or later, English,Blue Crab,$24.99 ,1, 5.4 MB
 Social Networking, OS X 10.11.0  ," English, Dutch, Portuguese, Romanian, Spanish",Blink Pro,$17.99 ,1.2, 40.8 MB
 Social Networking, OS X 10.11.0  ," English, Dutch, Portuguese, Romanian, Spanish",Blink Lite,Free,1.7, 40.8 MB
 Productivity, OS X 10.11  , English,Blik  easy file organization,Free,5, 4 MB
 Productivity, OS X 10.10  , English,Blank  Just Write.,$2.99 ,4, 2.4 MB
 Productivity, OS 10.12  , English,BlackTimer Lite,Free,, 4.3 MB
 Productivity, OS 10.12  , English,BlackTimer,$0.99 ,, 4.2 MB
 Utilities, OS X 10.11  ," English, Danish, Dutch, Spanish, Turkish",BlackFog Privacy,$19.99 ,4, 16 MB
 Business, OS X 10.7  , English,Black Templates for Pages Lite,Free,1.8, 25.9 MB
 Business, OS X 10.6.6 or later, English,Biz Card Templates for Adobe Photoshop & Elements with Logos & Graphics Pack 4,$9.99 ,1.5, 27.6 MB
 Business, OS X 10.6.6 or later, English,Biz Card Templates for Adobe Photoshop & Elements with Logos & Graphics Lite Pack 1,Free,1.7, 11.9 MB
 Video, OS X 10.11  , English,Bix,$19.99 ,, 3.5 MB
 Finance, OS X 10.9.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian Bokmí«l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",BitPay,Free,4.6, 118.2 MB
 Business, OS X 10.10  ," English, Italian",BitPass,$0.99 ,, 1.1 MB
 Business, OS X 10.9  , English,BitMedicŒ¬ Pro Antivirus,$9.99 ,4.1, 191.2 MB
 Utilities, OS X 10.9  , English,BitMedicŒ¬ Antivirus,Free,4.3, 191.2 MB
 Finance, OS X 10.9.0  , English,Bitcoin.com Wallet,Free,3.7, 72.1 MB
 Finance, OS X 10.7  , English,Bitcoin Clan Ticker - Track trade price from your menu bar!,Free,3.4, 621.2 KB
 Business, OS X 10.9  , English,BillSonar Invoice,$28.99 ,1, 3.1 MB
 Finance, OS X 10.7  ," English, Arabic, Dutch, French, German, Indonesian, Italian, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Turkish",Bills,Free,3.9, 7.5 MB
 Finance, OS X 10.7.3 or later, Italian,BillPower,$14.99 ,, 5.5 MB
 Business, OS X 10.10 or later," English, French, German",Billings Pro,Free,2.3, 43.1 MB
 Business, OS X 10.9  , English,Bill4Time,Free,5, 1.7 MB
 Finance, OS X 10.7  , English,Bill Reminder,$2.99 ,5, 10.6 MB
 Finance, OS 10.12  , English,Bill Express,$4.99 ,3.1, 12.2 MB
 Productivity, OS X 10.7  ," English, Simplified Chinese",BigMind Pro,Free,3, 1.7 MB
 Business, OS 10.12  ," English, French, German, Italian, Simplified Chinese",BigHairyGoal  mindmap tasks,Free,4.4, 12.9 MB
 Education, OS 10.13  , English,Big Galileo Viewer,$8.99 ,5, 7.7 MB
 Business, OS X 10.6 or later, English,BGM,$2.99 ,2.3, 989.8 KB
 Productivity, OS X 10.11  , English,BetterApp - Desktop App for Google Hangouts,$4.99 ,1.2, 727.6 KB
 Business, OS X 10.8  ," English, Simplified Chinese",BeTalk,Free,, 8.2 MB
 Business, OS X 10.11  , English,Best VPN - Unlimited VPN Proxy,Free,4.4, 1.4 MB
 Utilities, OS X 10.6.6  , English,Best MarkIt,$4.99 ,, 1.1 MB
 Utilities, OS X 10.7 or later, English,Best Data Recovery,$49.99 ,, 2.3 MB
 Utilities, OS X 10.6  , English,Best App Locker,$4.99 ,3, 1.1 MB
 Utilities, OS X 10.6.6 or later, English,Behind You,$1.99 ,2.8, 1.7 MB
 Graphics & Design, OS X 10.11  , English,Beginner Guides For Powerpoint,$5.99 ,, 1.9 MB
 Business, OS X 10.11  ," English, French, Spanish",Bee Invoicing,$9.99 ,4.2, 6.1 MB
 Business, OS X 10.8  , English,Beautiful templates(for ibook),$3.99 ,1, 5.5 MB
 Business, OS X 10.8  , English,Beautiful postcard material,$3.99 ,1, 3.9 MB
 Business, OS X 10.8  , English,Beautiful icon templates,$3.99 ,, 2.7 MB
 Business, OS X 10.8  , English,Beautiful design material,$4.99 ,1, 8.1 MB
 Finance, OS X 10.10  , English,BeanCounter Pro,$59.99 ,3, 6.6 MB
 Finance, OS X 10.10  , English,BeanCounter,Free,1.5, 6.6 MB
 Business, OS X 10.6.6 or later,,BeachPass,Free,, 20.7 MB
 Productivity, OS X 10.9  ," English, French, German, Italian, Portuguese, Russian, Spanish",Be Focused Pro - Focus Timer,$4.99 ,4.6, 18.9 MB
 Productivity, OS X 10.9  ," English, French, German, Italian, Portuguese, Russian, Spanish",Be Focused - Focus Timer,Free,4.8, 18.8 MB
 Utilities, OS X 10.10  , English,Battery Medic,Free,4.9, 17.5 MB
 Business, OS X 10.11  , English,Bates,Free,3.5, 3.3 MB
 Productivity, OS X 10.7.0  , English,BatchOutput PPT for PowerPoint,$19.99 ,, 633.4 KB
 Business, OS X 10.10  , English,Batch TIFF & PDF Converter,$25.99 ,, 36 MB
 Business, OS X 10.6 or later, English,Batch Resize Photos,$0.99 ,2, 1 MB
 Business, OS X 10.8  , English,Basic Tax Formulas,Free,5, 7.1 MB
 Business, OS 10.14  , English,Basic QC Tools,$19.99 ,, 3.6 MB
 Education, OS X 10.9.0  , English,Basic Financial Course,Free,, 66.6 MB
 Business, OS X 10.7  , English,Base64 +,$1.99 ,3, 338.5 KB
 Utilities, OS 10.13  , English,Barcoder,$0.99 ,, 3.8 MB
 Business, OS X 10.10.0  , English,Barcode Wizard+,$4.99 ,, 3.7 MB
 Business, OS 10.13  , English,Barcode scanner and reader,$6.99 ,, 1.3 MB
 Business, OS X 10.10  , English,Barcode Maker by ZDF,$9.99 ,, 166.5 KB
 Business, OS X 10.10.0  , English,Barcode Maker,$9.99 ,2, 5.7 MB
 Business, OS X 10.9  , English,Barcode Generator Pro,$15.99 ,1, 559.7 KB
 Business, OS X 10.9  , English,Barcode Generator / Creator,$11.99 ,1, 195.2 KB
 Graphics & Design, OS X 10.11  , English,Barcode Basics,$15.99 ,3.3, 649.8 KB
 Finance, OS 10.13  , English,Banktivity 7,Free,3.7, 23.7 MB
 Finance, OS X 10.9  , English,Banking Finance Calculator,$0.99 ,1, 3 MB
 Finance, OS X 10.9  , English,Bank Bill Pricing Calculator,Free,, 268.9 KB
 Business, OS X 10.9  , English,Banking Calculators,$0.99 ,1, 2.2 MB
 Finance, OS X 10.10  , English,Balancing Act,$19.99 ,3.7, 6.3 MB
 Productivity, OS X 10.10  , English,Badges Design for Photoshop,$5.99 ,, 237 MB
 Productivity, OS X 10.10  , English,Badges Design for Adobe illustrator,$5.99 ,, 95.3 MB
 Business, OS 10.14  , English,Badger Country,Free,5, 52.2 MB
 Utilities, OS X 10.8  , English,Backup Scheduler: Time Editor,$6.99 ,4.3, 3 MB
 Utilities, OS X 10.11  , English,Backtrack - Record Past Audio,Free,4.4, 7.8 MB
 Social Networking, OS X 10.11  ," English, Czech, Spanish",BabelApp,Free,, 12.7 MB
 Business, OS X 10.11  ," English, Simplified Chinese",Baacloud,Free,5, 8.9 MB
 Finance, OS X 10.4 or later, English,BA Financial Calculator Pro for Mac,$14.99 ,1.3, 727.7 KB
 Business, OS X 10.8  , English,Awesome Templates - for Microsoft Excel Edition,$14.99 ,1, 11.6 MB
 Travel, OS X 10.11.5  , English,AwardWallet,Free,3.6, 2.5 MB
 Business, OS 10.12  ," English, German",AW Reader,Free,1.2, 1.4 MB
 Business, OS 10.13  , English,Avokado,$49.99 ,, 4.8 MB
 Business, OS 10.13  , English,AVMOSYS,Free,, 18.2 MB
 Business, OS X 10.7  ," English, French",AvertX Remote,Free,1.3, 3 MB
 Business, OS X 10.8  , English,Avaya Messaging Service,Free,3, 1.9 MB
 Business, OS X 10.9  , English,Auxiliator,Free,, 645.7 KB
 Social Networking, OS 10.12  , English,Autotweet,$4.99 ,, 3.6 MB
 Utilities, OS X 10.10  ," English, Arabic, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",AutoTrash - Remove Unwanted Files Automatically,$0.99 ,5, 973.4 KB
 Utilities, OS X 10.6.6 or later, English,AutoSync,$1.99 ,1.3, 2.6 MB
 Business, OS X 10.10  , English,AutoPrompt,$4.99 ,5, 9.1 MB
 Business, OS X 10.10  , English,AutoMile,$29.99 ,5, 3.1 MB
 Business, OS X 10.6 or later, English,Autograph,$2.99 ,2.8, 1.2 MB
 Utilities, OS X 10.6  , English,Auto Scheduled Tasks,$16.99 ,3.8, 1.6 MB
 Productivity, OS X 10.10  , English,Author - create and publish documents to the web,Free,3.1, 21.7 MB
 Education, OS X 10.7  , English,Australian Citizenship Test Prep,$4.99 ,, 1.7 MB
 Business, OS X 10.6  ,,Aurora3D Presentation,$99.99 ,5, 113.1 MB
 Productivity, OS X 10.9  ," English, French, German, Italian, Spanish",AudioNote 2 LITE,Free,3.5, 6.3 MB
 Productivity, OS X 10.9  ," English, French, German, Italian, Spanish",AudioNote 2 - Voice Recorder,$14.99 ,4.8, 6.4 MB
 Business, OS X 10.6.6  , English,Audio Video Recorder,$4.99 ,1, 215.7 KB
 Business, OS X 10.7  , English,Audio Course Note Recorder,Free,3.4, 9.3 MB
 Productivity, OS X 10.8  ," English, German, Spanish",Auction Sniper for eBay,,4.2, 1.9 MB
 Productivity, OS X 10.11  ," English, Russian",AU Docs,Free,, 6.4 MB
 Business, OS X 10.9  , English,Atlas Insights,Free,, 20.3 MB
 Business, OS X 10.7  ," English, Japanese, Korean, Simplified Chinese",AtHome Video Streamer,Free,3.3, 2.6 MB
 Education, OS X 10.7  , English,ASVAB Math Test Prep,$8.99 ,1.5, 5.4 MB
 Education, OS X 10.7  , English,ASVAB Arithmetic Reasoning Test Prep,$4.99 ,1.3, 5.4 MB
 Education, OS X 10.8  , English,Assistant for Word,Free,2.3, 739.9 KB
 Business, OS X 10.8  , English,Assistant for Pages,Free,1.5, 507 MB
 Business, OS X 10.8  , English,Assistant for Keynote,Free,1, 1.4 MB
 Business, OS X 10.6 or later," English, Simplified Chinese, Traditional Chinese",ASee,Free,2.6, 2.8 MB
 Business, OS X 10.11  , English,Aruba VIA,,3.8, 7.3 MB
 Business, OS X 10.9  , German,Artikelverwaltung,$33.99 ,, 133.2 MB
 Business, OS X 10.7 or later, English,Aristaa Navigator,Free,5, 21.2 MB
 Video, OS X 10.11 or later, English,Arena Performer,Free,, 436.8 KB
 Video, OS X 10.11 or later, English,Arena,$29.99 ,, 662.1 KB
 Productivity, OS 10.13  ," English, Italian",Arduino Manager,$10.99 ,2, 91.2 MB
 Education, OS X 10.11  ,,Arabic Typing Tutor,$24.99 ,3, 13.6 MB
 Productivity, OS 10.13  , English,AppTrack,$2.99 ,, 1.3 MB
 Business, OS X 10.11  , English,Apptivo,Free,5, 18.8 MB
 Business, OS X 10.11  , English,AppSana Suite for Asana,$9.99 ,2.4, 6.5 MB
 Business, OS X 10.9  ," English, German, Italian, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai",Appointments,$0.99 ,1, 11 MB
 Productivity, OS X 10.10  , English,Appnimi Email Extractor,,4.5, 3.6 MB
 Business, OS 10.12  ," English, Russian",AppMetric,Free,1, 6.3 MB
 Productivity, OS X 10.11  , English,AppLocker (Password lock apps),Free,, 7.9 MB
 Developer Tools, OS X 10.10  , English,AppLinX - Create App Analytics Links & Track iOS App Sales with Ease,Free,, 2.3 MB
 Productivity, OS 10.12  , English,Application Tracking,$0.99 ,, 5.4 MB
 Utilities, OS 10.14.6 or later," English, Dutch, French, German, Italian, Japanese, Korean, Simplified Chinese, Spanish, Traditional Chinese",Apple Remote Desktop,$79.99 ,1.7, 13.3 MB
 Productivity, OS X 10.9.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian Bokmí«l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",AppDirect Messenger,Free,1, 41 MB
 Utilities, OS X 10.6.6 or later, English,App Zap,$4.99 ,2.6, 756.3 KB
 Productivity, OS X 10.10  , English,App Wiki for Wikipedia,Free,2.2, 1.8 MB
 Developer Tools, OS 10.12  , English,App Sales Reports Viewer,$3.99 ,, 2.4 MB
 Business, OS X 10.7  , English,App for Yammer,$2.99 ,1.3, 318.1 KB
 Productivity, OS X 10.7  , English,App for Outlook & Hotmail,$2.99 ,1.8, 342.6 KB
 Social Networking, OS X 10.7  , English,App for OUTLOOK,,1, 580.2 KB
 Business, OS X 10.7  , English,App for Google Calendar - Toolbar & Desktop,$1.99 ,2.5, 305.8 KB
 Productivity, OS X 10.7  , English,App for Gmail - Pro - Email Menu Tab,$0.99 ,2.1, 2.2 MB
 Productivity, OS X 10.7  , English,App for Gmail - Instant at your menu bar!,$2.99 ,1.9, 440.9 KB
 Productivity, OS X 10.7  , English,App for Gmail - Email Menu Tab,Free,3, 2.2 MB
 Education, OS X 10.7  , English,APlus Certification,$4.99 ,1, 1.9 GB
 Business, OS X 10.10  ," English, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmí«l, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",AnyTime,$2.99 ,3, 8.2 MB
 Business, OS X 10.7  ,,AnyMP4 PDF to Image Converter,$19.99 ,, 483.5 MB
 Business, OS X 10.7  ,,AnyMP4 PDF Converter/Reader,$29.99 ,3, 484.1 MB
 Productivity, OS X 10.7  ,,AnyMP4 Free PDF to PNG Converter,Free,1, 487 MB
 Productivity, OS X 10.7  ,,Any Free PDF to JPG Converter,Free,1.2, 486.1 MB
 Graphics & Design, OS X 10.6 or later,,AnvSoft Banner Maker Free,Free,1.5, 27.2 MB
 Business, OS X 10.10  ," English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Norwegian Bokmí«l, Portuguese, Russian, Simplified Chinese, Spanish, Swedish",Antivirus Zap - Virus & Adware,$8.99 ,4.8, 177.8 MB
 Utilities, OS X 10.10  ," English, Arabic, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmí«l, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",AntiDuplicates,$0.99 ,, 1.5 MB
 Photography, OS X 10.6.6  , English,Annotatings,$9.99 ,1, 191.1 KB
 Finance, OS X 10.8  ," English, French, German, Spanish",AndyTaxBooks,$6.99 ,5, 3.6 MB
 Finance, OS X 10.7  , English,AndyInvoicer,$6.99 ,3, 3 MB
 Finance, OS X 10.8  ," English, French, German, Spanish",AndyBooks,$4.99 ,2, 3.3 MB
 Business, OS X 10.10  ," English, French",Anchorium,Free,4, 1 MB
 Business, OS X 10.8  , English,Analytics for Google Analytics,$19.99 ,2.7, 1.4 MB
 Business, OS X 10.6  , English,AlphaCommander - BEST file manager,$12.99 ,2.5, 4.2 MB
 Graphics & Design, OS X 10.6 or later, English,Alphabet Art + Numbers,$16.99 ,1, 161.2 MB
 Developer Tools, OS X 10.7  , English,AlpacaFree,Free,2, 2.1 MB
 Education, OS X 10.10.0  , English,All-in-One Regression,$14.99 ,3, 11.7 MB
 Finance, OS X 10.10  , English,All Things Money Lite,Free,1, 1.4 MB
 Finance, OS X 10.10  , English,All Things Money,$9.99 ,1.3, 1.5 MB
 Business, OS 10.13  , English,All In One: Multi Tool,Free,, 22.2 MB
 Business, OS X 10.10  , English,All Docs: for Microsoft One Drive,,1, 3.5 MB
 Productivity, OS X 10.10  ," English, Dutch, French, German, Italian, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese",AList,$0.99 ,5, 3 MB
 Productivity, OS X 10.8  ," English, French, German",AirDial IP PBX Dialer,$9.99 ,1, 10.5 MB
 Business, OS X 10.9  , English,AHP Decision,$24.99 ,5, 10.1 MB
 Productivity, OS X 10.7  , English,Agile Spanish Dictate for file,$9.99 ,, 127.9 MB
 Productivity, OS X 10.7  , English,Agile PortuguíÈs Ditar for file,$9.99 ,1, 127.7 MB
 Productivity, OS X 10.7  , English,Agile German Dictate for file,$9.99 ,, 127.7 MB
 Business, OS X 10.7  , English,Agile Cantonese Dictate - _ë‹_ô_ÎŸ‚ ASR èˆÈÎ†´èÈ__ô_è_Âè_Ö(Îé£_ù±è©±|ç_µèÈ_) _ô__æé_Èîè____ˆÎ_„,$4.99 ,, 127.8 MB
 Lifestyle, OS X 10.10  ," English, Japanese",AGEphone,Free,2.6, 16.2 MB
 Productivity, OS 10.12  ," English, Dutch",Agenda.,,4.6, 49.3 MB
 Productivity, OS X 10.11  , English,Agenda Minder,$9.99 ,5, 4.6 MB
 Business, OS X 10.10  ," English, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese",Afterglow Photo Filter Pro - Better Filters and Editing for Your Photos,$33.99 ,, 32.4 MB
 Business, OS X 10.6.6 or later,,AFS Tickets,,, 8.5 MB
 Business, OS X 10.6.6 or later,,AF2,Free,, 8.5 MB
 Productivity, OS X 10.8  , English,Aeon Timeline 2,$49.99 ,3.1, 50.9 MB
 Business, OS X 10.9  ," English, French, German, Italian, Russian, Spanish",Advertising Space Manager,$44.99 ,, 133.3 MB
 Productivity, OS X 10.7  ," English, French, German, Italian, Japanese, Russian",Advanced PDF Editor - for Adobe PDFs Convert Edit,$29.99 ,1, 18.6 MB
 Utilities, OS 10.13  , English,Adjust Size,$3.99 ,, 588.4 KB
 Productivity, OS X 10.10  , English,Address Book Clearout,$9.99 ,3, 1.9 MB
 Business, OS 10.12  , English,Add To Blueprint Registry,Free,, 4.2 MB
 Business, OS 10.12  , English,AdBlocker Guard - stops advertising,$2.99 ,1.3, 3 MB
 Business, OS X 10.9  , English,AdBlocker,$3.99 ,2, 1.7 MB
 Business, OS 10.12  ," English, Arabic, Bengali, Bosnian, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Macedonian, Norwegian, Persian, Polish, Portuguese, Punjabi, Russian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Vietnamese",AdBlock Max,$0.99 ,, 14.2 MB
 Business, OS X 10.6 or later, English,AD HelpDesk,$9.99 ,2.8, 3.1 MB
 Business, OS X 10.9  , English,Activebot for Slack,Free,, 4.3 MB
 Productivity, OS X 10.9  ," English, Japanese",Active Users for Google Analytics,Free,5, 3.7 MB
 Productivity, OS X 10.9.0 or later," English, Norwegian Bokmí«l, Simplified Chinese",Active Timer,$29.99 ,3, 2 MB
 Business, OS X 10.9.0  , English,Active Collab Timer,Free,3.3, 66.4 MB
 Productivity, OS X 10.9  , English,Actio: The App for Action.,Free,3, 29.7 MB
 Business, OS X 10.9.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian Bokmí«l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Acquire,Free,, 51.1 MB
 Business, OS 10.12  ," English, Arabic, Chinese, French, German, Hindi, Japanese, Portuguese, Russian, Simplified Chinese, Spanish, Thai",AcmVPN - VPN Unlimited Proxy,Free,5, 3.2 MB
 Business, OS X 10.9.0  , English,AceInvoice,Free,3.5, 98.7 MB
 Finance, OS X 10.6 or later," English, Arabic, French, German, Hindi, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish",AccountManage,$7.99 ,1, 2.4 MB
 Business, OS 10.15  ," English, Chinese, Dutch, French, German, Italian, Japanese, Portuguese, Spanish, Swedish",Accounting App - Zoho Books,,3, 18.7 MB
 Finance, OS X 10.7  , English,Accounting,$3.99 ,2.5, 568.9 MB
 Business, OS X 10.10.0  , English,Accounted,$79.99 ,, 13 MB
 Finance, OS 10.12  , English,Account Tracker PRO,$19.99 ,4, 2 MB
 Business, OS X 10.11  , English,AcaStat,$9.99 ,, 11.9 MB
 Business, OS 10.12  , English,Academic Data Tool,Free,, 4.4 MB
 Finance, OS X 10.7  , English,Abacus Accounts SE Lite,Free,5, 5.7 MB
 Finance, OS X 10.7  , English,Abacus Accounts SE,$9.99 ,3.7, 5.1 MB
 Finance, OS X 10.7  , English,Abacus Accounts Lite,Free,3, 6.8 MB
 Finance, OS X 10.7  , English,Abacus Accounts,$35.99 ,5, 6.6 MB
 Utilities, OS X 10.6  ," English, Italian, Spanish",AB2CSV,$0.99 ,2.7, 4.1 MB
 Utilities, OS X 10.8  , English,AB Export - Export Address Book contacts to CSV or VCF,$0.99 ,2.8, 133.7 KB
 Utilities, OS X 10.10  ," English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",A-Zippr: RAR & Zip Tool,Free,4.3, 20.4 MB
 Productivity, OS X 10.7 or later, English,PDF-OCR-Free,Free,1.6, 57.8 MB
 Business, OS X 10.9  ," English, French, German, Italian, Russian, Spanish",Purchasing Assistant,$44.99 ,, 133.6 MB
 Business, OS X 10.6  , English,PDF to Word Super,$4.99 ,2.2, 5.9 MB
 Business, OS 10.14  , English,QuickTimer,Free,, 3.6 MB
 Business, OS X 10.7  ," English, French, Italian, Spanish",Spanish-English Business Dictionary (Offline),$4.99 ,, 11.2 MB
 Business, OS X 10.7  , English,US Citizenship Test Prep,$1.99 ,2, 5.4 MB
 Business, OS X 10.7  , English,Super Calculator Lite,Free,3.3, 273 KB
 Business, OS X 10.9  ," English, German",Purchase Order Maker,$19.99 ,, 6.2 MB
 Productivity, OS X 10.10.0  ," English, German, Italian, Spanish",System-i Email Extractor Lite,Free,1, 21.1 MB
 Productivity, OS X 10.8  , English,TimeKeeper,$4.99 ,4, 3.2 MB
 Business, OS X 10.11  ," English, Spanish",VSee Messenger,Free,2.8, 19.3 MB
 Graphics & Design, OS X 10.6.6  , English,ZZThemes - Templates for Pages,$1.99 ,, 94.3 MB
 Business, OS X 10.9.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian Bokmí«l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Your Reviews,Free,5, 60.9 MB
 Productivity, OS X 10.10  ," English, Dutch, French, German, Italian, Polish, Simplified Chinese, Slovak",XWord Free - Fantastic Word Processor,Free,1.9, 7.7 MB
 Business, OS X 10.6.6 or later, English,RuneCSV - CSV Editor,$3.99 ,3, 678.5 KB
 Business, OS X 10.11  ," English, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",WorldCard,,2.6, 28.1 MB
 Graphics & Design, OS X 10.6.6  , English,ZZThemes - Templates for MS PowerPoint,$1.99 ,, 263.9 MB
 Graphics & Design, OS X 10.6.6  , English,ZZThemes - Templates for MS Office,$2.99 ,, 349.7 MB
 Graphics & Design, OS X 10.6.6  , English,ZZThemes - Templates for Keynote,$2.99 ,, 282.9 MB
 Utilities, OS X 10.10  , English,ZuluMenu,$0.99 ,1, 326.2 KB
 Business, OS X 10.7  , English,ZoneClock,$4.99 ,2, 666.2 KB
 Business, OS X 10.10  , English,Zoho Invoice - Time Tracking,,1, 7 MB
 Business, OS 10.15  ," English, Chinese, Dutch, French, German, Italian, Japanese, Portuguese, Spanish, Swedish",Zoho Invoice,,, 20.8 MB
 Business, OS 10.15  ," English, Chinese, Dutch, French, German, Italian, Japanese, Portuguese, Spanish, Swedish",Zoho Inventory,,, 16.2 MB
 Business, OS 10.13  , English,Zoho Expense - Receipt Inbox,,, 5.6 MB
 Business, OS 10.15  ," English, Arabic, Dutch, Filipino, French, German, Italian, Japanese, Korean, Norwegian Bokmí«l, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish, Vietnamese",Zoho Expense,,, 20.7 MB
 Business, OS X 10.10  , English,Zoho Books - Time Tracking,,1, 8 MB
 Business, OS X 10.11  ," English, Simplified Chinese",ZipMounter Lite,Free,1, 4.1 MB
 Business, OS 10.12  ," English, Arabic, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmí«l, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",ZIP Finder (USA),$0.99 ,5, 9.5 MB
 Utilities, OS X 10.6.6  , English,Zip Files 4 PC,$13.99 ,2.3, 4.2 MB
 Business, OS 10.13.0  , English,Zilla PDF Editor,$29.99 ,1.5, 2.4 MB
 Utilities, OS X 10.6 or later, English,Zip Expert,$1.99 ,2.8, 1.6 MB
 Business, OS X 10.6  , English,Zilla JPG To PDF Converter,$29.99 ,, 1.4 MB
 Business, OS X 10.6.6 or later,,ZGestií_n facturacií_n Cloud,Free,, 14.2 MB
 Business, OS X 10.8  ,,ZGestií_n Facturacií_n,Free,, 20.6 MB
 Business, OS X 10.8  ,,ZFactura Presupuesto y factura,Free,, 18.6 MB
